['LJGZGWLYDULDPC-UHFFFAOYSA-N', 'active', 1.0]
['BRCLNOXVIUAMTO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DMOQZEGJJHQJJF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PQKVPIHZAUMYQW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DTPHUOIKLOOWJX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IJCWXYWCBYJSAW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KENZCCJLGDMJBX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IBBKRHQKDWMGAK-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DJBJZAKDUWZQHX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['UWYKJYMUNXTUKR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZAXKHMDDOGTCDU-CYVLTUHYSA-N', 'inactive', 0.5681818181818182]
['DHMFNPZIZPSJAV-UYRXBGFRSA-N', 'inactive', 0.5681818181818182]
['MHRNYRNASVKGNF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KESCFAXDHDIDKI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RLXMJIMJWMNKBO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['HIBNYOUKGUDXEO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DBUGCOPXNRZECX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ITQNSMXPOOYVOV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['URQAWDHYWYCPHW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MYCIFSWVBSMTCP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZECHCIAFEJTGJQ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['LREOROIMNMHYIR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GAOQYDZBZVFKDR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['TWFZLBQIVZZYTM-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GUFJQLODUJWLKA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IOEVTOWRGONVCD-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FCIZBOYABXUCNA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['OTIWKLLVGQEKJR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KPPIHPKPTQEFJE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['NPDDAIIKOPAPMM-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FJAUZSLXLFZWLU-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ROKJWFNFOKKLOW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZHQAXRZJKLNETN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['OFPNJLMBQCEVCC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['XZHDIILHOYSYFB-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MITFLFTWVZXPPF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CSGCJYRNOBYAHN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['BYLNRECSCMXKGA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QTMIIGKTTKFZKT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['HTNQMGGIMPWGBV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KRGSFYJEFMYSII-SLEBQGDGSA-N', 'inactive', 0.5681818181818182]
['VWXYFLIWFJYFFW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FPKZEOVCLPUZDO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['HAPCXWXXDHZDQW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['YBTFLZMYDPWTKC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['OHGZNBMOOVLHFR-HWKANZROSA-N', 'inactive', 0.5681818181818182]
['YBZDFXKFZUDAAC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CUCCQODDQJYDHL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['POJLWIIYPDNVPE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['YIDDHYKMJJSDHC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CANSHISPWMMZOH-HWKANZROSA-N', 'inactive', 0.5681818181818182]
['SJLWTBDKYQGYLP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RXAQHRQLIGQSEF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SBGGEGBXNPOMAC-ZZXKWVIFSA-N', 'inactive', 0.5681818181818182]
['VJCSJCNFHDFCJI-VMPITWQZSA-N', 'inactive', 0.5681818181818182]
['OVCFLXQAXRHHET-VKAVYKQESA-N', 'inactive', 0.5681818181818182]
['ORHBMBIHCPLONZ-HKWRFOASSA-N', 'inactive', 0.5681818181818182]
['WQARTNCHBCACBY-GDNBJRDFSA-N', 'inactive', 0.5681818181818182]
['LSKWMGGHWYNLEL-PTNGSMBKSA-N', 'inactive', 0.5681818181818182]
['FOYRUGZKNKBSEU-VBKFSLOCSA-N', 'inactive', 0.5681818181818182]
['XEVFILUMFMFULD-WJDWOHSUSA-N', 'inactive', 0.5681818181818182]
['GBLSKCRBPMPSIH-PTNGSMBKSA-N', 'inactive', 0.5681818181818182]
['HSWXDXZOFXGFKE-VBKFSLOCSA-N', 'inactive', 0.5681818181818182]
['AWISBPGIWAUPIS-VBKFSLOCSA-N', 'inactive', 0.5681818181818182]
['RUFITBRDTMUOHC-PTNGSMBKSA-N', 'inactive', 0.5681818181818182]
['DQOJGEGDQYGYJO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ITUGGEUBCWLZGN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DVXZJKKOBLHXDS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JZLZJINUCQAKJD-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QEFWCSYIUDCAHT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WIJZKNLGZCMXJZ-PLBGURBNSA-N', 'inactive', 0.5681818181818182]
['KXEPCIDRYLDWBE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MPVUUMMZKAQLQE-HDICACEKSA-N', 'inactive', 0.5681818181818182]
['NIIUQTFUPFWGRK-BGYRXZFFSA-N', 'inactive', 0.5681818181818182]
['UAPJAVBZRHOAPN-SFHVURJKSA-N', 'inactive', 0.5681818181818182]
['ZNLYASCCGPXBQR-HDICACEKSA-N', 'inactive', 0.5681818181818182]
['FKVQVWZGAQOVSO-KDURUIRLSA-N', 'inactive', 0.5681818181818182]
['VENHPOQTVRCHJV-JJMHJLNJSA-N', 'inactive', 0.5681818181818182]
['KOZFSFOOLUUIGY-DSTIZGRMSA-N', 'inactive', 0.5681818181818182]
['NRDFOMRXSXXTEM-NSCUHMNNSA-N', 'inactive', 0.5681818181818182]
['GDRVRTUWDYEACG-ZDUSSCGKSA-N', 'inactive', 0.5681818181818182]
['NZOUYCUXQQRUNF-NSHDSACASA-N', 'inactive', 0.5681818181818182]
['BORKFJDWZHJYIA-GFCCVEGCSA-N', 'inactive', 0.5681818181818182]
['JLQRADYFPOJVLJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QTECWEWNSUDGNT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GPGZMTPPOHCJRE-HYABQPPKSA-O', 'inactive', 0.5681818181818182]
['YUAWUNMKPARPJD-VZYCLNPTSA-N', 'inactive', 0.5681818181818182]
['MYOUXQLHWTWXON-VZYCLNPTSA-O', 'inactive', 0.5681818181818182]
['WKZTVBCDQYBGBO-SZGTYURGSA-N', 'inactive', 0.5681818181818182]
['SMZYTCQRZVNFFJ-PVAPRNRXSA-N', 'inactive', 0.5681818181818182]
['PBCZSGKMGDDXIJ-YODCGEJZSA-N', 'inactive', 0.5681818181818182]
['YSVVBGPTTSJYPA-XEDQVFLKSA-N', 'inactive', 0.5681818181818182]
['GRENHRYHWHSBLM-VZYCLNPTSA-N', 'inactive', 0.5681818181818182]
['DRCBMJUPXHWGMN-ZAYHXLHSSA-N', 'inactive', 0.5681818181818182]
['OQSTWXKHTZWKLD-SSRZRBEUSA-N', 'inactive', 0.5681818181818182]
['HPBJQOWLAKYNDM-HWQLMJRHSA-N', 'inactive', 0.5681818181818182]
['MZNUNTIEUOYNNT-PZFYLCKJSA-N', 'inactive', 0.5681818181818182]
['NTUVEMUMVHHACY-SSRZRBEUSA-N', 'inactive', 0.5681818181818182]
['TXBFOGDMTCNBBT-PZFYLCKJSA-N', 'inactive', 0.5681818181818182]
['JDZXLEPJWLCESI-XYRIACETSA-N', 'inactive', 0.5681818181818182]
['FELQRVDTGNDOSI-RJNAIGRJSA-N', 'inactive', 0.5681818181818182]
['IXOVKVHWGKDXKQ-HRWXUNOHSA-N', 'inactive', 0.5681818181818182]
['TVIALAOHRQNPOI-FYTQPZCRSA-N', 'inactive', 0.5681818181818182]
['XXIWRTOLXWAEJC-YLDZAAMXSA-N', 'inactive', 0.5681818181818182]
['KJGUOQMSLKZPAT-DQRCINHVSA-N', 'inactive', 0.5681818181818182]
['GGQAEINRBKFRGZ-HMUMIOIZSA-N', 'inactive', 0.5681818181818182]
['VWHZWDRIMLETBG-JAVUZYRSSA-N', 'inactive', 0.5681818181818182]
['NRUVICOXXLOXCB-YACNBPEVSA-N', 'inactive', 0.5681818181818182]
['RHBWAFDCVFMIFK-PZFYLCKJSA-N', 'inactive', 0.5681818181818182]
['LGSHHKIOBFPSEK-HYABQPPKSA-N', 'inactive', 0.5681818181818182]
['LAOIBIIMKUINJL-YWXKVOIDSA-N', 'inactive', 0.5681818181818182]
['CWFIQHQECWPWQG-PKZFWVFJSA-N', 'inactive', 0.5681818181818182]
['ANLDHJLALLJMCI-SFTDATJTSA-N', 'inactive', 0.5681818181818182]
['ANLDHJLALLJMCI-NHCUHLMSSA-N', 'inactive', 0.5681818181818182]
['FEXWHYQPWAJEEI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['UAZVQNGEWYVCDD-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['OGSAUXDHPCZIKW-IBGZPJMESA-N', 'inactive', 0.5681818181818182]
['NOTXADDUUJHIKU-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['YSTNSVPXQQGYGB-IYBDPMFKSA-N', 'inactive', 0.5681818181818182]
['NAUDNIRFEAXAJW-QGZVFWFLSA-N', 'inactive', 0.5681818181818182]
['VYSITQZITRMUCD-SFHVURJKSA-N', 'inactive', 0.5681818181818182]
['XCCRFHXKSYOCHS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GQOUJAZGRSVDGX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['YZLDIENXHCQQRG-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['OYTOHRBEMSHEQY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RIGVWSVLTMPQIN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AZGWTBOFUQPROY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WXZHJUIZQKFEIF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['TUXSAOLOCHXEFR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AMNNMSUUQVCJLC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MHIBXQRAKGDQTD-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RPWQEDVBOPFBDT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['VCCZAOHJZAECHL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IRFVYSZNQKIRQN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['LMSLGHFQYLWYKY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PODNSSLYECBGRB-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['NMLRSBKOYLKHAW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GXLYEAVLPHCXKU-OWOJBTEDSA-N', 'inactive', 0.5681818181818182]
['FHNHKAFWHQJIDM-GQCTYLIASA-N', 'inactive', 0.5681818181818182]
['SSZKJXGFLXKWKL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FLYWVCVFVFBJHA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SVQWZRWTQKIVAW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FZMROVZIFREMDI-NVNXTCNLSA-N', 'inactive', 0.5681818181818182]
['RNXVWNUBSSVYDT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IHERRDZSSGENAK-LYOATTTOSA-N', 'inactive', 0.5681818181818182]
['FDEFFERCUGDRGF-OWOJBTEDSA-N', 'inactive', 0.5681818181818182]
['ABHPDIBXJSLJCH-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QNOSKQFVLGQNPL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['HMKJWRGRNHPARW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['NJTSUZGSZPOGQL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QHKCIGUPOVTAFN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FNBTWVKKDXVPPT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RKOPDZNKHZGGAP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['XMRATPNLXWIFQF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RBLGTHWNFVDKEN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PZOZQTHGJTUIIR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DLNNOPOZUCOTCC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MXCMWXVTAZGMLZ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RWHHMARPYBXUIA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CCOFIBUWORQGQX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['XIKLUIPLERDJNB-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QOAZSAULACVQGB-QHCPKHFHSA-N', 'inactive', 0.5681818181818182]
['BUYWMZLRENTAQH-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AWLPYCURKUGGPO-QGZVFWFLSA-N', 'inactive', 0.5681818181818182]
['AWLPYCURKUGGPO-KRWDZBQOSA-N', 'inactive', 0.5681818181818182]
['UIYHAVPFDLVFPY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AQOCDZATWLDITG-JOCHJYFZSA-N', 'inactive', 0.5681818181818182]
['UJNFBVMGZWWNPD-HXUWFJFHSA-N', 'inactive', 0.5681818181818182]
['YSYXSDHKTFEAGV-CQSZACIVSA-N', 'inactive', 0.5681818181818182]
['ZPYLZWYPAQJMMP-CQSZACIVSA-N', 'inactive', 0.5681818181818182]
['ZQTYBTPRKOZOBM-GFCCVEGCSA-N', 'inactive', 0.5681818181818182]
['RZYDSCQQLXDFED-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AZLOADDMGOOUHF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZXHCEEQZAPZPIK-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IQZNZTZSSMDQBY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['TXCGFFKEHMNXMW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FHHYDNAHSIGPBM-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WRDUVFKNAPHABC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KMLDFLPUGHXEIY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GFDGMPXJWNIWCH-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AVTDUYXFVKVPJN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PBEKNLVOPCCYOM-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['OCNSVGBDZKFTNJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['YKRHDGIUGABJIQ-SNAWJCMRSA-N', 'inactive', 0.5681818181818182]
['KZKKJWVBJRXDNT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['NGTCMGZWXNNVIR-BDQAORGHSA-N', 'inactive', 0.5681818181818182]
['WUEHOFGQQIHZRX-ZJFPTPTDSA-N', 'inactive', 0.5681818181818182]
['BMEUEBJYUZATHM-ZJFPTPTDSA-N', 'inactive', 0.5681818181818182]
['AJZCFICTCZXLKQ-MRXNPFEDSA-N', 'inactive', 0.5681818181818182]
['YANRXLULEKRKKV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['UOTCBUHVEWQJDZ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JIPPFOPOCGYLTC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['CJDAEXOKSPUSGV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SINFIRJIYNSMON-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KRHAMWDZIAYNRO-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZLJULFCUCOAMGL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KGFQIXBUWAUALY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['WNVPUZWLLHQKBE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['IARIVKMKTBHPLI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['PWBDHIOSEIXABI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZFDMYDKERGJMHC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RVKRTLCFHWWRFX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AOFVYVAOMQIUTF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['XPVPLOIYNJSVQH-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['NRECGTITQNKAHG-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GNYQLVURTZNJCP-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MKEVLUDXAOMBRI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['UAAMRDCKAJZVEG-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GDJUFRYOYCJPMY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DRKPCZKOXLIIFW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['KZKKJWVBJRXDNT-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['HJKUYCXSJPAIDR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['DEWCBJWBGDCNKL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JYCGVITWWVVJAH-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FWIZCZWGRAELID-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['GJEDEPONCINEJD-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RBJIBZSBINMWTL-NSHDSACASA-N', 'inactive', 0.5681818181818182]
['QVNWWYDNYRZEPL-CQSZACIVSA-N', 'inactive', 0.5681818181818182]
['WUWJIZBBFGUGOX-CYBMUJFWSA-N', 'inactive', 0.5681818181818182]
['VRUUXCWRPSNUPU-GFCCVEGCSA-N', 'inactive', 0.5681818181818182]
['SQHIAWUARMTGCM-CYBMUJFWSA-N', 'inactive', 0.5681818181818182]
['DUCQXMQEIJECOI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['RBJIBZSBINMWTL-LLVKDONJSA-N', 'inactive', 0.5681818181818182]
['VJGQCVUYIXJYHX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['HQWATXWFMHFAED-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZFXPCQANORRHLP-QGZVFWFLSA-N', 'inactive', 0.5681818181818182]
['YKASGRKQVHUURJ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['UGKKFBPJDSMVTD-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['VBNCKTVKZOLLBE-KRWDZBQOSA-N', 'inactive', 0.5681818181818182]
['WJWHKADEASWSEO-IBGZPJMESA-N', 'inactive', 0.5681818181818182]
['XGGGPOLGZSRZOL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['OGUXKRNIPCTEEC-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['VMLAOAUFZWGNGW-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['UJXCIJONVLQDIH-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SBMOQZCUXDDYCF-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['NAHQXENZNNOTLN-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JMZSKXSWBOULEV-AFDUHFSSSA-N', 'inactive', 0.5681818181818182]
['YZWWKNGNRQQJTA-JWGURIENSA-N', 'inactive', 0.5681818181818182]
['OZBUICOPKRWJEX-QNGOZBTKSA-N', 'inactive', 0.5681818181818182]
['VANNAHPPIXBGHI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ZVNRKXBUZQLQIR-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FSHWVSHVUPVSSS-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['XSKXMCLZEFGHHG-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['VDQCIRZINQHPFX-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['LGWWCLPOYAGZTA-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SCMZLOXWPMDILM-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MGQRZPCERZTCIE-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['FSNJTTVADOTNBL-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MNDWOIIXRZWARH-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['QOHTVGXPLDIDBH-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['AAIYMGHZFFWYKD-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['SQALHNCQSZDXGI-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['BAMPYQZDVXGSDY-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['ODPGIHAQQDBQBZ-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['JNZWDBDUBZUBGV-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['MTPNMHSUAHXHTK-HKWRFOASSA-N', 'inactive', 0.5681818181818182]
['MEARPFDKLPBLHU-QNGOZBTKSA-N', 'inactive', 0.5681818181818182]
['FKFDLNRCTYYVJZ-XLNRJJMWSA-N', 'inactive', 0.5681818181818182]
['DCEOHAOPDXAAHK-RUAJRXAUSA-N', 'inactive', 0.5681818181818182]
['OQNRYHFRFWMLMY-GABTWENZSA-N', 'inactive', 0.5681818181818182]
['AOBPSIWRPXFCKF-AQTBWJFISA-N', 'inactive', 0.5681818181818182]
['RDUOHFCPFGJCSM-GOSISDBHSA-N', 'inactive', 0.5681818181818182]
['YHFHNFGWJTZIIK-UHFFFAOYSA-N', 'inactive', 0.5681818181818182]
['TUGBVZCJQUNZOM-UHFFFAOYSA-N', 'inactive', 0.5227272727272727]
['VTLQAHPWBDJOFR-UHFFFAOYSA-N', 'inactive', 0.5227272727272727]
['YUKZIPJOURXJFZ-UHFFFAOYSA-N', 'inactive', 0.5227272727272727]
['ZAAIYMUKQCYAFP-UHFFFAOYSA-N', 'inactive', 0.5227272727272727]
['JYVUIKGJORFUOI-UHFFFAOYSA-N', 'inactive', 0.5227272727272727]
['IAMMRJGFSMZIKS-UHFFFAOYSA-N', 'inactive', 0.5227272727272727]
['UIOJAFHWFVXULQ-LSHDLFTRSA-N', 'inactive', 0.5227272727272727]
['YGWICYDRLXJFOI-UHFFFAOYSA-N', 'inactive', 0.5227272727272727]
['MRHQAXORFQPUHM-UHFFFAOYSA-N', 'inactive', 0.5227272727272727]
